rank,box_office_year,imdb_id,title,release_year,distributor,genre,domestic_box_office_gross,tickets_sold
80,2006,tt0408985,Last Holiday,2006,Paramount Pictures,Comedy,38399961,5862589.0
81,2006,tt0483726,Man of the Year,2006,Universal,Comedy,37442180,5716363.0
82,2006,tt0405469,The Wild,2006,Walt Disney,Adventure,37384046,5707488.0
83,2006,tt0443489,Dreamgirls,2006,Paramount Pictures,Musical,37064395,5658686.0
84,2006,tt0450232,16 Blocks,2006,Warner Bros.,Action,36883539,5631075.0
85,2006,tt0452598,Cheaper by the Dozen 2,2005,20th Century Fox,Comedy,36612259,5589658.0
86,2006,tt0384793,Accepted,2006,Universal,Comedy,36323505,5545573.0
87,2006,tt0443632,The Sentinel,2006,20th Century Fox,Thriller/Suspense,36280697,5539038.0
88,2006,tt0762121,The Nativity Story,2006,New Line,Drama,36276572,5538408.0
89,2006,tt0450259,Blood Diamond,2006,Warner Bros.,Action,35726534,5454433.0
90,2006,tt0408306,Munich,2005,Universal,Thriller/Suspense,35103430,5359302.0
91,2006,tt0343737,The Good Shepherd,2006,Universal,Drama,35066495,5353663.0
92,2006,tt0790604,Deck the Halls,2006,20th Century Fox,Comedy,34753961,5305948.0
93,2006,tt0446046,Take the Lead,2006,New Line,Drama,34742066,5304132.0
94,2006,tt0417148,Snakes on a Plane,2006,New Line,Thriller/Suspense,34020814,5194017.0
95,2006,tt0454945,She’s the Man,2006,Paramount Pictures,Romantic Comedy,33687630,5143150.0
96,2006,tt0418689,Flags of Our Fathers,2006,Paramount Pictures,Drama,33602376,5130134.0
97,2006,tt0397535,Memoirs of a Geisha,2005,Sony Pictures,Drama,31686969,4837705.0
98,2006,tt0475276,United 93,2006,Universal,Drama,31483450,4806634.0
99,2006,tt0424993,Employee of the Month,2006,Lionsgate,Comedy,28444855,4342726.0
100,2006,tt0455499,Garfield: A Tail of Two Kitties,2006,20th Century Fox,Adventure,28426747,4339961.0
1,2007,tt0413300,Spider-Man 3,2007,Sony Pictures,Adventure,336530303,48914288.0
2,2007,tt0413267,Shrek the Third,2007,Paramount Pictures,Adventure,321012359,46658773.0
3,2007,tt0418279,Transformers,2007,Paramount Pictures,Action,319071806,46376716.0
4,2007,tt0449088,Pirates of the Caribbean: At World’s End,2007,Walt Disney,Adventure,309420425,44973899.0
5,2007,tt0373889,Harry Potter and the Order of the Phoenix,2007,Warner Bros.,Adventure,292004738,42442549.0
6,2007,tt0440963,The Bourne Ultimatum,2007,Universal,Thriller/Suspense,227471070,33062656.0
7,2007,tt33397756,300,2007,Warner Bros.,Action,210592590,30609388.0
8,2007,tt0382932,Ratatouille,2007,Walt Disney,Adventure,206445654,30006636.0
9,2007,tt0480249,I am Legend,2007,Warner Bros.,Thriller/Suspense,206129574,29960694.0
10,2007,tt0462538,The Simpsons Movie,2007,20th Century Fox,Comedy,183135014,26618461.0
11,2007,tt0486946,Wild Hogs,2007,Walt Disney,Comedy,168213584,24449649.0
12,2007,tt0952640,Alvin and the Chipmunks,2007,20th Century Fox,Adventure,153632443,22330297.0
13,2007,tt0478311,Knocked Up,2007,Universal,Romantic Comedy,148761765,21622350.0
14,2007,tt0293564,Rush Hour 3,2007,New Line,Action,140125968,20367147.0
15,2007,tt0477347,Night at the Museum,2006,20th Century Fox,Adventure,135041114,19628069.0
16,2007,tt0337978,Live Free or Die Hard,2007,20th Century Fox,Action,134529403,19553692.0
17,2007,tt0465234,National Treasure: Book of Secrets,2007,Walt Disney,Adventure,133263682,19369721.0
18,2007,tt0486576,Fantastic Four: Rise of the Silver Surfer,2007,20th Century Fox,Action,131921738,19174671.0
19,2007,tt0765429,American Gangster,2007,Universal,Drama,129150735,18771909.0
20,2007,tt0389790,Bee Movie,2007,Paramount Pictures,Adventure,124518342,18098596.0
21,2007,tt0829482,Superbad,2007,Sony Pictures,Comedy,121463226,17654539.0
22,2007,tt0762107,I Now Pronounce You Chuck and Larry,2007,Universal,Comedy,119725280,17401930.0
23,2007,tt0427327,Hairspray,2007,New Line,Musical,118871849,17277885.0
24,2007,tt0445934,Blades of Glory,2007,Paramount Pictures,Comedy,118245842,17186896.0
25,2007,tt0496806,Ocean's Thirteen,2007,Warner Bros.,Adventure,117144465,17026812.0
26,2007,tt0259324,Ghost Rider,2007,Sony Pictures,Action,115802596,16831773.0
27,2007,tt0461770,Enchanted,2007,Walt Disney,Adventure,112144474,16300069.0
28,2007,tt0413099,Evan Almighty,2007,Universal,Comedy,100289690,14576990.0
29,2007,tt0396555,Meet the Robinsons,2007,Walt Disney,Adventure,97822171,14218339.0
30,2007,tt0477051,Norbit,2007,Paramount Pictures,Comedy,95360247,13860501.0
31,2007,tt0492956,The Game Plan,2007,Walt Disney,Comedy,89039983,12941858.0
32,2007,tt0398808,Bridge to Terabithia,2007,Walt Disney,Drama,82234139,11952636.0
33,2007,tt0442933,Beowulf,2007,Paramount Pictures,Adventure,81205200,11803081.0
34,2007,tt0486822,Disturbia,2007,Paramount Pictures,Thriller/Suspense,80106701,11643416.0
35,2007,tt0450385,1408,2007,MGM,Horror,71975611,10461571.0
36,2007,tt0486583,Fred Claus,2007,Warner Bros.,Comedy,71397435,10377534.0
37,2007,tt0443489,Dreamgirls,2006,Paramount Pictures,Musical,66301561,9636855.0
38,2007,tt0454921,The Pursuit of Happyness,2006,Sony Pictures,Drama,64174366,9327669.0
39,2007,tt0890870,Saw IV,2007,Lionsgate,Horror,63300095,9200595.0
40,2007,tt0775539,Stomp the Yard,2007,Sony Pictures,Drama,61356221,8918055.0
41,2007,tt0423294,Surf’s Up,2007,Sony Pictures,Adventure,58867694,8556351.0
42,2007,tt0385752,His Dark Materials: The Golden Compass,2007,New Line,Adventure,58775336,8542927.0
43,2007,tt0373883,Halloween,2007,MGM,Horror,58269151,8469353.0
44,2007,tt0906108,Why Did I Get Married?,2007,Lionsgate,Comedy,55204525,8023914.0
45,2007,tt0453556,TMNT,2007,Warner Bros.,Action,54149098,7870508.0
46,2007,tt0381849,3:10 to Yuma,2007,Lionsgate,Western,53606916,7791703.0
47,2007,tt0432021,Resident Evil: Extinction,2007,Sony Pictures,Horror,50648679,7361727.0
48,2007,tt0758766,Music and Lyrics,2007,Warner Bros.,Romantic Comedy,50572589,7350667.0
49,2007,tt0422774,Are We Done Yet?,2007,Sony Pictures,Comedy,49631958,7213947.0
50,2007,tt0937375,This Christmas,2007,Sony Pictures,Drama,48781228,7090295.0
51,2007,tt0477071,Premonition,2007,Sony Pictures,Thriller/Suspense,47852604,6955320.0
52,2007,tt0431197,The Kingdom,2007,Universal,Action,47467250,6899310.0
53,2007,tt0822854,Shooter,2007,Paramount Pictures,Thriller/Suspense,47003582,6831916.0
54,2007,tt0480242,Dan in Real Life,2007,Walt Disney,Romantic Comedy,46907153,6817900.0
55,2007,tt0762114,License to Wed,2007,Warner Bros.,Romantic Comedy,43799818,6366253.0
56,2007,tt0467110,Underdog,2007,Walt Disney,Adventure,43760605,6360553.0
57,2007,tt0481141,No Reservations,2007,Warner Bros.,Romantic Comedy,43107979,6265695.0
58,2007,tt0490084,Because I Said So,2007,Universal,Romantic Comedy,42674040,6202622.0
59,2007,tt0472062,Charlie Wilson's War,2007,Universal,Comedy,41703310,6061528.0
60,2007,tt0477348,No Country for Old Men,2007,Miramax,Western,41068444,5969251.0
61,2007,tt0799949,Epic Movie,2007,20th Century Fox,Comedy,39739367,5776071.0
62,2007,tt0389722,30 Days of Night,2007,Sony Pictures,Horror,39568996,5751308.0
63,2007,tt0465494,Hitman,2007,20th Century Fox,Action,39248698,5704753.0
64,2007,tt0465538,Michael Clayton,2007,Warner Bros.,Drama,39167392,5692935.0
65,2007,tt0488120,Fracture,2007,New Line,Thriller/Suspense,39004700,5669288.0
66,2007,tt0486655,Stardust,2007,Paramount Pictures,Adventure,38373235,5577505.0
67,2007,tt0457430,Pan's Labyrinth,2006,Picturehouse,Horror,37065974,5387496.0
68,2007,tt0476964,The Brave One,2007,Warner Bros.,Thriller/Suspense,36793804,5347937.0
69,2007,tt0408839,The Heartbreak Kid,2007,Paramount Pictures,Romantic Comedy,36787257,5346985.0
70,2007,tt0463998,Freedom Writers,2007,Paramount Pictures,Drama,36605602,5320582.0
71,2007,tt1148297,Smokin' Aces,2007,Universal,Comedy,35662731,5183536.0
72,2007,tt0425430,The Messengers,2007,Sony Pictures,Horror,35374833,5141691.0
73,2007,tt0481369,The Number 23,2007,New Line,Thriller/Suspense,35193167,5115286.0
74,2007,tt0452625,Good Luck Chuck,2007,Lionsgate,Romantic Comedy,35017297,5089723.0
75,2007,tt0206634,Children of Men,2006,Universal,Thriller/Suspense,34244964,4977466.0
76,2007,tt0443706,Zodiac,2007,Paramount Pictures,Drama,33080084,4808152.0
77,2007,tt0401997,Breach,2007,Universal,Thriller/Suspense,33000880,4796640.0
78,2007,tt0424823,Balls of Fury,2007,Focus Features,Comedy,32886940,4780078.0
79,2007,tt0453451,Mr. Bean’s Holiday,2007,Universal,Adventure,32589350,4736824.0
80,2007,tt0467406,Juno,2007,Fox Searchlight,Comedy,31470011,4574130.0
81,2007,tt0778661,Daddy's Little Girls,2007,Lionsgate,Drama,31366978,4559154.0
82,2007,tt0457419,Mr. Magorium's Wonder Emporium,2007,20th Century Fox,Comedy,31097159,4519936.0
83,2007,tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,2007,Paramount Pictures,Musical,30609858,4449107.0
84,2007,tt0758730,Aliens vs. Predator - Requiem,2007,20th Century Fox,Action,30485323,4431006.0
85,2007,tt0426931,August Rush,2007,Warner Bros.,Drama,30173217,4385642.0
86,2007,tt0413895,Charlotte's Web,2006,Paramount Pictures,Drama,30067167,4370228.0
87,2007,tt0463854,28 Weeks Later,2007,20th Century Fox,Horror,28637507,4162428.0
88,2007,tt0498399,We Own the Night,2007,Sony Pictures,Action,28563179,4151625.0
89,2007,tt0780571,Mr. Brooks,2007,MGM,Thriller/Suspense,28476219,4138985.0
90,2007,tt0436697,The Queen,2006,Miramax,Drama,28245105,4105393.0
91,2007,tt0431308,"P.S., I Love You",2007,Warner Bros.,Romantic Comedy,27901562,4055460.0
92,2007,tt0367959,Hannibal Rising,2007,Weinstein Co.,Thriller/Suspense,27669725,4021762.0
93,2007,tt0489237,The Nanny Diaries,2007,MGM,Comedy,25926673,3768412.0
94,2007,tt0419984,Mr. Woodcock,2007,New Line,Comedy,25799486,3749925.0
95,2007,tt0479500,Nancy Drew,2007,Warner Bros.,Adventure,25584685,3718704.0
96,2007,tt0884328,The Mist,2007,MGM,Horror,25296735,3676851.0
97,2007,tt0444682,The Reaping,2007,Warner Bros.,Horror,25126214,3652066.0
98,2007,tt0462322,Grindhouse,2007,Weinstein/Dimension,Multiple Genres,25031037,3638232.0
99,2007,tt0343737,The Good Shepherd,2006,Universal,Drama,24842070,3610766.0
100,2007,tt0386032,Sicko,2007,Lionsgate,Documentary,24538513,3566644.0
1,2008,tt0468569,The Dark Knight,2008,Warner Bros.,Action,531001578,73955652.0
2,2008,tt0371746,Iron Man,2008,Paramount Pictures,Adventure,318412101,44347089.0
3,2008,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,2008,Paramount Pictures,Adventure,317101119,44164501.0
4,2008,tt0448157,Hancock,2008,Sony Pictures,Action,227946274,31747392.0
5,2008,tt0910970,WALL-E,2008,Walt Disney,Adventure,223806889,31170876.0
6,2008,tt0441773,Kung Fu Panda,2008,Paramount Pictures,Adventure,215434591,30004818.0
7,2008,tt0479952,Madagascar: Escape 2 Africa,2008,Paramount Pictures,Adventure,177016810,24654152.0
8,2008,tt1099212,Twilight,2008,Summit Entertainment,Drama,170672976,23770609.0
9,2008,tt0830515,Quantum of Solace,2008,Sony Pictures,Action,165690358,23076652.0
10,2008,tt0451079,Horton Hears a Who,2008,20th Century Fox,Adventure,154529439,21522206.0
11,2008,tt1000774,Sex and the City,2008,Warner Bros.,Comedy,152647258,21260064.0
12,2008,tt0795421,Mamma Mia!,2008,Universal,Musical,144130063,20073825.0
13,2008,tt0499448,The Chronicles of Narnia: Prince Caspian,2008,Walt Disney,Adventure,141621490,19724442.0
14,2008,tt0800080,The Incredible Hulk,2008,Universal,Adventure,134806913,18775336.0
15,2008,tt0493464,Wanted,2008,Universal,Action,134508551,18733781.0
16,2008,tt0425061,Get Smart,2008,Warner Bros.,Comedy,130319208,18150308.0
17,2008,tt0369436,Four Christmases,2008,Warner Bros.,Comedy,118189834,16460980.0
18,2008,tt0467406,Juno,2007,Fox Searchlight,Comedy,112025254,15602403.0
19,2008,tt0942385,Tropic Thunder,2008,Paramount Pictures,Comedy,110515313,15392105.0
20,2008,tt0397892,Bolt,2008,Walt Disney,Adventure,109917145,15308795.0
21,2008,tt0822832,Marley & Me,2008,20th Century Fox,Comedy,106664046,14855717.0
22,2008,tt0859163,The Mummy: Tomb of the Dragon Emperor,2008,Universal,Adventure,102491776,14274621.0
23,2008,tt0373051,Journey to the Center of the Earth,2008,Warner Bros.,Adventure,101704370,14164954.0
24,2008,tt1059786,Eagle Eye,2008,Paramount Pictures,Thriller/Suspense,101401695,14122799.0
25,2008,tt0838283,Step Brothers,2008,Sony Pictures,Comedy,100468793,13992868.0
26,2008,tt0960144,You Don’t Mess With the Zohan,2008,Sony Pictures,Comedy,100018837,13930200.0
27,2008,tt0443649,"10,000 B.C.",2008,Warner Bros.,Adventure,94784201,13201142.0
28,2008,tt1014775,Beverly Hills Chihuahua,2008,Walt Disney,Adventure,93778953,13061136.0
29,2008,tt4744200,The Bucket List,2008,Warner Bros.,Comedy,92588080,12895276.0
30,2008,tt0962726,High School Musical 3: Senior Year,2008,Walt Disney,Musical,90224290,12566057.0
31,2008,tt0910936,The Pineapple Express,2008,Sony Pictures,Comedy,87341380,12164538.0
32,2008,tt0465234,National Treasure: Book of Secrets,2007,Walt Disney,Adventure,86697819,12074905.0
33,2008,tt0478087,21,2008,Sony Pictures,Thriller/Suspense,81159365,11303533.0
34,2008,tt1033643,What Happens in Vegas...,2008,20th Century Fox,Romantic Comedy,80277646,11180731.0
35,2008,tt0489099,Jumper,2008,20th Century Fox,Adventure,80172128,11166035.0
36,2008,tt1060277,Cloverfield,2008,Paramount Pictures,Action,80048433,11148807.0
37,2008,tt1068680,Yes Man,2008,Warner Bros.,Romantic Comedy,79507388,11073452.0
38,2008,tt0421715,The Curious Case of Benjamin Button,2008,Paramount Pictures,Drama,79297086,11044162.0
39,2008,tt0988595,27 Dresses,2008,20th Century Fox,Romantic Comedy,76808654,10697584.0
40,2008,tt0411477,Hellboy 2: The Golden Army,2008,Universal,Action,75986503,10583078.0
41,2008,tt0970416,The Day the Earth Stood Still,2008,20th Century Fox,Adventure,74424256,10365495.0
42,2008,tt0443274,Vantage Point,2008,Sony Pictures,Thriller/Suspense,72266306,10064945.0
43,2008,tt0416236,The Spiderwick Chronicles,2008,Paramount Pictures,Adventure,71195053,9915746.0
44,2008,tt0770752,Fool's Gold,2008,Warner Bros.,Adventure,70231041,9781482.0
45,2008,tt0430922,Role Models,2008,Universal,Comedy,66703740,9290214.0
46,2008,tt1127884,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert Tour,2008,Walt Disney,Concert/Performance,65281781,9092170.0
47,2008,tt0949731,The Happening,2008,20th Century Fox,Thriller/Suspense,64506874,8984244.0
48,2008,tt0952640,Alvin and the Chipmunks,2007,20th Century Fox,Adventure,63694531,8871105.0
49,2008,tt0800039,Forgetting Sarah Marshall,2008,Universal,Romantic Comedy,63172463,8798393.0
50,2008,tt0985699,Valkyrie,2008,United Artists,Thriller/Suspense,60733921,8458763.0
51,2008,tt0871426,Baby Mama,2008,Universal,Comedy,60494212,8425378.0
52,2008,tt0887883,Burn After Reading,2008,Focus Features,Black Comedy,60355347,8406037.0
53,2008,tt1023481,Step Up 2 the Streets,2008,Walt Disney,Drama,58017783,8080471.0
54,2008,tt1132626,Saw V,2008,Lionsgate,Horror,56746769,7903450.0
55,2008,tt0482606,The Strangers,2008,Focus Features,Thriller/Suspense,52597610,7325572.0
56,2008,tt0865556,The Forbidden Kingdom,2008,Lionsgate,Action,52075270,7252823.0
57,2008,tt0960731,Bedtime Stories,2008,Walt Disney,Adventure,51006534,7103974.0
58,2008,tt0480249,I am Legend,2007,Warner Bros.,Thriller/Suspense,50263436,7000479.0
59,2008,tt0852713,The House Bunny,2008,Sony Pictures,Comedy,48237389,6718299.0
60,2008,tt0410377,Nim’s Island,2008,20th Century Fox,Adventure,48006762,6686179.0
61,2008,tt0455824,Australia,2008,20th Century Fox,Drama,46686713,6502328.0
62,2008,tt0866439,Made of Honor,2008,Sony Pictures,Romantic Comedy,46012734,6408459.0
63,2008,tt0997047,College Road Trip,2008,Walt Disney,Adventure,45610425,6352427.0
64,2008,tt1018785,The Sisterhood of the Traveling Pants 2,2008,Warner Bros.,Comedy,44089964,6140664.0
65,2008,tt0811080,Speed Racer,2008,Warner Bros.,Action,43945766,6120580.0
66,2008,tt0926129,Prom Night,2008,Sony Pictures,Horror,43869350,6109937.0
67,2008,tt0814314,Seven Pounds,2008,Sony Pictures,Drama,43688000,6084680.0
68,2008,tt0420238,The Tale of Despereaux,2008,Universal,Adventure,43661775,6081027.0
69,2008,tt0462499,Rambo,2008,Lionsgate,Action,42754105,5954611.0
70,2008,tt0494652,Welcome Home Roscoe Jenkins,2008,Universal,Comedy,42436517,5910378.0
71,2008,tt1047494,Meet the Browns,2008,Lionsgate,Comedy,41975388,5846154.0
72,2008,tt0956038,Nights in Rodanthe,2008,Warner Bros.,Drama,41802381,5822059.0
73,2008,tt0467197,Max Payne,2008,20th Century Fox,Action,40677229,5665352.0
74,2008,tt1034331,Righteous Kill,2008,Overture Films,Thriller/Suspense,40081410,5582369.0
75,2008,tt0469494,There Will Be Blood,2007,Paramount Vantage,Drama,39795491,5542547.0
76,2008,tt0783233,Atonement,2007,Focus Features,Drama,39743016,5535239.0
77,2008,tt0758774,Body of Lies,2008,Warner Bros.,Thriller/Suspense,39315385,5475680.0
78,2008,tt0947802,Lakeview Terrace,2008,Sony Pictures,Thriller/Suspense,39263506,5468455.0
79,2008,tt1073498,Meet the Spartans,2008,20th Century Fox,Comedy,38233676,5325025.0
80,2008,tt0481536,Harold & Kumar Escape from Guantanamo Bay,2008,Warner Bros.,Comedy,38108728,5307622.0
81,2008,tt0486578,First Sunday,2008,Sony Pictures,Comedy,37931869,5282990.0
82,2008,tt0416212,The Secret Life of Bees,2008,Fox Searchlight,Drama,37525311,5226366.0
83,2008,tt1142798,The Family That Preys,2008,Lionsgate,Comedy,37105289,5167868.0
84,2008,tt0452608,Death Race,2008,Universal,Action,36316032,5057943.0
85,2008,tt0824747,Changeling,2008,Universal,Thriller/Suspense,35707327,4973165.0
86,2008,tt1185834,Star Wars: The Clone Wars,2008,Warner Bros.,Adventure,35161554,4897152.0
87,2008,tt0839980,Semi-Pro,2008,New Line,Comedy,33479698,4662911.0
88,2008,tt0477348,No Country for Old Men,2007,Miramax,Western,33205061,4624660.0
89,2008,tt1129423,Fireproof,2008,Samuel Goldwyn Films,Drama,33199738,4623919.0
90,2008,tt0817538,Drillbit Taylor,2008,Paramount Pictures,Comedy,32862104,4576895.0
91,2008,tt0832266,"Definitely, Maybe",2008,Universal,Romantic Comedy,32241649,4490480.0
92,2008,tt0811138,The Love Guru,2008,Paramount Pictures,Comedy,32235793,4489665.0
93,2008,tt1129442,Transporter 3,2008,Lionsgate,Action,31715062,4417140.0
94,2008,tt1082868,Quarantine,2008,Sony Pictures,Horror,31691811,4413901.0
95,2008,tt0981227,Nick and Norah's Infinite Playlist,2008,Sony Pictures,Drama,31487293,4385417.0
96,2008,tt0406759,The Eye,2008,Lionsgate,Horror,31418697,4375863.0
97,2008,tt0379865,Leatherheads,2008,Universal,Comedy,31373938,4369629.0
98,2008,tt1007028,Zack and Miri Make a Porno,2008,Weinstein Co.,Comedy,31233293,4350041.0
99,2008,tt0790686,Mirrors,2008,20th Century Fox,Horror,30691439,4274574.0
100,2008,tt0482603,Space Chimps,2008,20th Century Fox,Adventure,30105968,4193032.0
1,2009,tt1055369,Transformers: Revenge of the Fallen,2009,Paramount Pictures,Action,402111870,53614916.0
2,2009,tt0499549,Avatar,2009,20th Century Fox,Action,352114898,46948653.0
3,2009,tt0417741,Harry Potter and the Half-Blood Prince,2009,Warner Bros.,Adventure,301959197,40261226.0
4,2009,tt1049413,Up,2009,Walt Disney,Adventure,293004164,39067222.0
5,2009,tt1259571,The Twilight Saga: New Moon,2009,Summit Entertainment,Drama,284512392,37934986.0
6,2009,tt1119646,The Hangover,2009,Warner Bros.,Comedy,277322503,36976334.0
7,2009,tt0796366,Star Trek,2009,Paramount Pictures,Adventure,257730019,34364003.0
8,2009,tt0878804,The Blind Side,2009,Warner Bros.,Drama,208476067,27796809.0
9,2009,tt0892782,Monsters vs. Aliens,2009,Paramount Pictures,Adventure,198351526,26446870.0
10,2009,tt1080016,Ice Age: Dawn of the Dinosaurs,2009,20th Century Fox,Adventure,196573705,26209827.0
11,2009,tt0458525,X-Men Origins: Wolverine,2009,20th Century Fox,Action,179883157,23984421.0
12,2009,tt1078912,Night at the Museum: Battle of the Smithsonian,2009,20th Century Fox,Adventure,177243721,23632496.0
13,2009,tt1041829,The Proposal,2009,Walt Disney,Romantic Comedy,163958031,21861071.0
14,2009,tt1190080,2012,2009,Sony Pictures,Adventure,163442129,21792284.0
15,2009,tt1231580,Alvin and the Chipmunks: The Squeakquel,2009,20th Century Fox,Adventure,155916935,20788925.0
16,2009,tt1013752,Fast & Furious,2009,Universal,Action,155064265,20675235.0
